Local time,Open,High,Low,Close,Volume
11.01.2020 04:12:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 05:00:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 05:48:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 06:36:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 07:24:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 08:12:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 09:00:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 09:48:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 10:36:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 11:24:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 12:12:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 13:00:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 13:48:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 14:36:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 15:24:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 16:12:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 17:00:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 17:48:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 18:36:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 19:24:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 20:12:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 21:00:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 21:48:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 22:36:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 23:24:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
12.01.2020 00:12:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
12.01.2020 01:00:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
12.01.2020 01:48:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
